TIPO DE SUCURSAL,NOMBRE DEL PRODUCTO,CLAVE DEL PRODUCTO,CATEGORIA (LINEA) DE PRODUCTO,UNIDAD DE MEDIDA (UNIDAD DE VENTA),¿SE VENDE EN EL PUNTO DE VENTA?,CODIGO DE BARRAS,DESCRIPCION LARGA,Peso ,Volumen ,DIAS PARA ENTREGARLO AL CLIENTE,METODO DE ABASTECIMIENTO,Seguimiento (Sin seguimiento/Lote/Serie,FECHA DE CADUCIDAD,DIAS ANTES DE CADUCAR,Días a Consumir preferentemente,Días para quitar el producto,Tipo ,Clave SAT ,Clave unidad SAT,DIAS DE GARANTIA,% COMISION VENDEDOR,% COMISION PARA REFERIDOS,Stock Optimo DE ESTE TIPO DE SUCURSAL,Punto de reorden DE ESTE TIPO DE SUCURSAL,Multiple de re-orden DE ESTE TIPO DE SUCURSAL,Precio del producto en este tipo de surcursal,Unidad de COMPRA,Costo promedio ,¿ Cuántos puntos abonan la compra de este producto/ servicio?,¿ Cuanto cuesta el producto en puntos?,TASA IVA,TASA IEPS,Almacen donde se ingresa automaticamente,Nombre del laboratorio,Nombre de la sustancia activa,NUMERO DE REGISTRO DE SENASICA,DEPARTAMENTO  ,TIPO DE CONTROL ,MARCA
,ANIGEN CANIV 4 DIROF-EHRLI-ANAPLAS-LYME,ANICANIV4,ANIG,UNIDAD,Si,,ANIGEN CANIV 4 DIROF-EHRLI-ANAPLAS-LYME,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42172017,H87,7,,0.05,,,,775.862068965517,UNIDAD,286.583771,,,16,,,BIONOTE,,,MEDICAMENTOS,SIN CONTROL,BIONOTE
,"ANIGEN CANIV 4 LEISH
",ANICANIVL,ANIG,UNIDAD,Si,,"ANIGEN CANIV 4 LEISH
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42172017,H87,7,,0.05,,,,775.862068965517,UNIDAD,311.225769,,,16,,,BIONOTE,,,MEDICAMENTOS,SIN CONTROL,BIONOTE
,ANIGEN CDV Ag,ANICDV,ANIG,UNIDAD,Si,,ANIGEN CDV Ag,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42172017,H87,7,,0.05,,,,517.241379310345,UNIDAD,230.334625,,,16,,,BIONOTE,,,MEDICAMENTOS,SIN CONTROL,BIONOTE
,ANIGEN CIRD-3,ANIRESP,ANIG,UNIDAD,Si,,ANIGEN CIRD-3,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42172017,H87,7,,0.05,,,,517.241379310345,UNIDAD,0.000000,,,16,,,BIONOTE,,,MEDICAMENTOS,SIN CONTROL,BIONOTE
,ANIGEN CPV Ag,ANICPV,ANIG,UNIDAD,Si,,ANIGEN CPV Ag,0.200,0.000,,,Lote,si,30,15,1,Almacenable,42172017,H87,7,,0.05,,,,517.241379310345,UNIDAD,159.089371,,,16,,,BIONOTE,,,MEDICAMENTOS,SIN CONTROL,BIONOTE
,ANIGEN CPV/CCV/G,ANIDIG,ANIG,UNIDAD,Si,,ANIGEN CPV/CCV/G,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42172017,H87,7,,0.05,,,,517.241379310345,UNIDAD,297.361106,,,16,,,BIONOTE,,,MEDICAMENTOS,SIN CONTROL,BIONOTE
,ANIGEN FELICHECK 3,ANIFELICHECK,ANIG,UNIDAD,Si,,ANIGEN FELICHECK 3,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42172017,H87,7,,0.05,,,,775.862068965517,UNIDAD,281.868989,,,16,,,BIONOTE,,,MEDICAMENTOS,SIN CONTROL,BIONOTE
,"ANIGEN FELV AG
",ANIFELVAG,ANIG,UNIDAD,Si,,"ANIGEN FELV AG
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42172017,H87,7,,0.05,,,,517.241379310345,UNIDAD,0.010000,,,16,,,BIONOTE,,,MEDICAMENTOS,SIN CONTROL,BIONOTE
,ANIGEN FIVab/FELV Ag,ANIFIVFELV,ANIG,UNIDAD,Si,,ANIGEN FIVab/FELV Ag,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42172017,H87,7,,0.05,,,,517.241379310345,UNIDAD,277.368000,,,16,,,BIONOTE,,,MEDICAMENTOS,SIN CONTROL,BIONOTE
,ALVEUM 100 ML,ARAALVE100ML,ARA,UNIDAD,Si,734448000307,ALVEUM 100 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121603,H87,7,,0.05,,,,169.000000,UNIDAD,84.225928,,,0,,,ARANDA PET´S,,,MEDICAMENTOS,GRUPO 2,ARANDA PET´S
,COMPLEJO B REFORZADO 10 ML,ARACOMBREF10,ARA,UNIDAD,Si,,COMPLEJO B REFORZADO 10 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51191905,H87,7,,0.05,,,,75.000000,UNIDAD,44.710000,,,0,,,ARANDA,,,MEDICAMENTOS,SIN CONTROL,ARANDA
,"COMPLEJO B REFORZADO 100 ML
",ARACOMBREF100,ARA,UNIDAD,Si,,"COMPLEJO B REFORZADO 100 ML
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,51191905,H87,7,,0.05,,,,245.000000,UNIDAD,122.000000,,,0,,,ARANDA,,,MEDICAMENTOS,SIN CONTROL,ARANDA
,DEXTRIMAZOL TUBO DE 40GRMS,ARADEX40,ARA,UNIDAD,Si,734448061032,DEXTRIMAZOL TUBO DE 40GRMS,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,185.000000,UNIDAD,92.500000,,,0,,,ARANDA PET´S,,,MEDICAMENTOS,SIN CONTROL,ARANDA PET´S
,"EUYACOL FORTE 50 ML
",ARAEUYA50,ARA,UNIDAD,Si,,"EUYACOL FORTE 50 ML
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121603,H87,7,,0.05,,,,167.000000,UNIDAD,86.045027,,,0,,,ARANDA,,,MEDICAMENTOS,SIN CONTROL,ARANDA
,FERRAJET 20 ML,ARAFERRA20,ARA,UNIDAD,Si,,FERRAJET 20 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121602,H87,7,,0.05,,,,132.000000,UNIDAD,53.580000,,,0,,,ARANDA,,,MEDICAMENTOS,SIN CONTROL,ARANDA
,"FERRAJET 50 ML
",ARAFERRA50,ARA,UNIDAD,Si,,"FERRAJET 50 ML
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121602,H87,7,,0.05,,,,229.000000,UNIDAD,112.957938,,,0,,,ARANDA,,,MEDICAMENTOS,SIN CONTROL,ARANDA
,IVERFULL TABS FOR PETS 10KG (CARTERA),ARAIVERTP10,ARA,UNIDAD,Si,,IVERFULL TABS FOR PETS 10KG (CARTERA),0.000,0.000,,,Lote,si,30,15,1,Almacenable,51101700,H87,7,,0.05,,,,118.000000,UNIDAD,0.000000,,,0,,,ARANDA PET´S,,,MEDICAMENTOS,GRUPO 2,ARANDA PET´S
,"LASARNOL 30 ML
",ARALASA30,ARA,UNIDAD,Si,7506412700109,"LASARNOL 30 ML
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,51101717,H87,7,,0.05,,,,189.000000,UNIDAD,58.559562,,,0,,,ARANDA PET´S,,,MEDICAMENTOS,SIN CONTROL,ARANDA PET´S
,"LAXA PET 100 G
",ARALAXAPET,ARA,UNIDAD,Si,734448060806,"LAXA PET 100 G
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,51171600,H87,7,,0.05,,,,197.000000,UNIDAD,97.660533,,,0,,,ARANDA PET´S,,,MEDICAMENTOS,SIN CONTROL,ARANDA PET´S
,MELODEX GOTAS 10ML,ARAMELG10,ARA,UNIDAD,Si,734448061049,MELODEX GOTAS 10ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51142140,H87,7,,0.05,,,,74.000000,UNIDAD,36.897298,,,0,,,ARANDA PET´S,,,MEDICAMENTOS,GRUPO 2,ARANDA PET´S
,"NECAIN SOLUCION 10 ML
",ARANECAIN,ARA,UNIDAD,Si,734448060998,"NECAIN SOLUCION 10 ML
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,79.000000,UNIDAD,39.369411,,,0,,,ARANDA PET´S,,,MEDICAMENTOS,SIN CONTROL,ARANDA PET´S
,"PERVINAL JARABE 100 ML
",ARAPERVSUS,ARA,UNIDAD,Si,7506412700307,"PERVINAL JARABE 100 ML
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,51191905,H87,7,,0.05,,,,109.000000,UNIDAD,49.004286,,,0,,,ARANDA PET´S,,,MEDICAMENTOS,SIN CONTROL,ARANDA PET´S
,"VITA JOINT PET 50 TABS
",ARAVITA,ARA,UNIDAD,Si,734448060288,"VITA JOINT PET 50 TABS
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,51191905,H87,7,,0.05,,,,540.000000,UNIDAD,270.000000,,,0,,,ARANDA PET´S,,,MEDICAMENTOS,SIN CONTROL,ARANDA PET´S
,YODO DESINFECTANTE 120ML,ARAYODES120,ARA,UNIDAD,Si,734448001755,YODO DESINFECTANTE 120ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,51102713,H87,7,,0.05,,,,109.000000,UNIDAD,35.000000,,,0,,,ARANDA PET´S,,,MEDICAMENTOS,SIN CONTROL,ARANDA PET´S
,"KIT CEPILLO Y PASTA PARA PERRO
",ARMTKITDENTP,ARMH,UNIDAD,Si,742797771052,"KIT CEPILLO Y PASTA PARA PERRO
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,219.827586,UNIDAD,142.880000,,,16,,,,,,,SIN CONTROL,
,"NUBBIES T-BONE MANTEQUILLA DE MANI
",ARMNUBB,ARMH,UNIDAD,Si,742797767055,"NUBBIES T-BONE MANTEQUILLA DE MANI
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111301,H87,7,,0.05,,,,181.034483,UNIDAD,99.891778,,,16,,,,,,,SIN CONTROL,
,"PASTA DENTAL VAINILLA
",ARMPASVAI,ARMH,UNIDAD,Si,742797764085,"PASTA DENTAL VAINILLA
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,145.689655,UNIDAD,72.366968,,,16,,,,,,,SIN CONTROL,
,"SPRAY DENTAL MENTA
",ARMSPRME,ARMH,UNIDAD,Si,742797734118,"SPRAY DENTAL MENTA
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,103.448276,UNIDAD,67.240000,,,16,,,,,,,SIN CONTROL,
,"SUPER TREADZ COCODRILO 
",ARMCOCOGD,ARMH,UNIDAD,Si,742797783475,"SUPER TREADZ COCODRILO 
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111301,H87,7,,0.05,,,,249.137931,UNIDAD,123.412084,,,16,,,,,,,SIN CONTROL,
,"SUPER TREADZ GORILA
",ARMGORILA,ARMH,UNIDAD,Si,742797783468,"SUPER TREADZ GORILA
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111301,H87,7,,0.05,,,,280.172414,UNIDAD,168.134071,,,16,,,,,,,SIN CONTROL,
,"SUPER TREADZ MINI COCODRILO 
",ARMCOCOMINI,ARMH,UNIDAD,Si,742797864570,"SUPER TREADZ MINI COCODRILO 
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111301,H87,7,,0.05,,,,193.965517,UNIDAD,103.420254,,,16,,,,,,,SIN CONTROL,
,BOZAL BASKERVILLE T1,BASKBOZALBASKT1,BASK,UNIDAD,Si,886284611206,BOZAL BASKERVILLE T1,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10141610,H87,7,,0.05,,,,379.310345,UNIDAD,400.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,BOZAL BASKERVILLE T2,BASKBOZALBASKT2,BASK,UNIDAD,Si,886284612203,BOZAL BASKERVILLE T2,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10141610,H87,7,,0.05,,,,451.724138,UNIDAD,600.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,BOZAL BASKERVILLE T3,BASKBOZALBASKT3,BASK,UNIDAD,Si,886284613200,BOZAL BASKERVILLE T3,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10141610,H87,7,,0.05,,,,516.379310,UNIDAD,700.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,BOZAL BASKERVILLE T4,BASKBOZALBASKT4,BASK,UNIDAD,Si,886284614207,BOZAL BASKERVILLE T4,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10141610,H87,7,,0.05,,,,654.310345,UNIDAD,800.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,BOZAL BASKERVILLE T5,BASKBOZALBASKT5,BASK,UNIDAD,Si,886284614207,BOZAL BASKERVILLE T5,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10141610,H87,7,,0.05,,,,654.310345,UNIDAD,800.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,BOZAL BASKERVILLE T6,BASKBOZALBASKT6,BASK,UNIDAD,Si,886284616201,BOZAL BASKERVILLE T6,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10141610,H87,7,,0.05,,,,775.862069,UNIDAD,"1,000.000000",,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"LOCION ALFA HEMBRA 1 LT 
",BEPHHEM1LT,BELP,UNIDAD,Si,,"LOCION ALFA HEMBRA 1 LT 
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111302,H87,7,,0.05,,,,0.000000,UNIDAD,458.713333,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,"LOCION ALFA MACHO 1 LT
",BEPHMAC1LT,BELP,UNIDAD,Si,,"LOCION ALFA MACHO 1 LT
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111302,H87,7,,0.05,,,,0.000000,UNIDAD,584.222857,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,LOCION HEMBRA ALFA ROSA 125 ML,BEPHROSA125,BELP,UNIDAD,Si,7503001222356,LOCION HEMBRA ALFA ROSA 125 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111302,H87,7,,0.05,,,,116.379310,UNIDAD,103.625000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,LOCION MACHO ALFA NEGRO 125 ML,BEPMNEGRO125,BELP,UNIDAD,Si,7503001222271,LOCION MACHO ALFA NEGRO 125 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111302,H87,7,,0.05,,,,159.482758,UNIDAD,146.809091,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,LOCION PARA HEMBRA ALFA ROJO,BEPHROJO125,BELP,UNIDAD,Si,7503001222301,LOCION PARA HEMBRA ALFA ROJO,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111302,H87,7,,0.05,,,,155.172414,UNIDAD,120.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,LOCION UNISEX AZUL 125 ML,BEPUNIAZUL125,BELP,UNIDAD,Si,7503001222370,LOCION UNISEX AZUL 125 ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10111302,H87,7,,0.05,,,,116.379310,UNIDAD,105.000000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,BIL JAC  PB-NANAS PREMIOS SUAVES 113.4GR,BILPBNA113,BIL,UNIDAD,Si,731794007523,BIL JAC  PB-NANAS PREMIOS SUAVES 113.4GR,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,85.344800,UNIDAD,38.465011,,,16,,,BIL JAC,,,ALIMENTOS,SIN CONTROL,BIL JAC
,"BIL JAC GRAIN FREE POLLO Y CAMOTE 
",BILGRAIPOLLYCAM,BIL,UNIDAD,Si,731794009138,"BIL JAC GRAIN FREE POLLO Y CAMOTE 
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,180.172400,UNIDAD,89.369613,,,16,,,BIL JAC,,,ALIMENTOS,SIN CONTROL,BIL JAC
,BIL JAC LITTLE JACS BAJOS EN GRASA 113.4,BILLITBAJ113,BIL,UNIDAD,Si,731794001651,BIL JAC LITTLE JACS BAJOS EN GRASA 113.4,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,118.965500,UNIDAD,57.285443,,,16,,,BIL JAC,,,ALIMENTOS,SIN CONTROL,BIL JAC
,BIL JAC LITTLE JACS PREMIOS ENT RP 113.4,BILLITRP113,BIL,UNIDAD,Si,731794005024,BIL JAC LITTLE JACS PREMIOS ENT RP 113.4,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,76.724100,UNIDAD,35.829993,,,16,,,BIL JAC,,,ALIMENTOS,SIN CONTROL,BIL JAC
,"BIL JAC LITTLE JACS RP 453GR
",BILLITRP453,BIL,UNIDAD,Si,731794005123,"BIL JAC LITTLE JACS RP 453GR
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,257.758621,UNIDAD,128.166269,,,16,,,BIL JAC,,,ALIMENTOS,SIN CONTROL,BIL JAC
,BIL JAC PREMIO GOOBERLICIOUS MANI 113.4G,BILGOOB113,BIL,UNIDAD,Si,731794007240,BIL JAC PREMIO GOOBERLICIOUS MANI 113.4G,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,85.344800,UNIDAD,39.307194,,,16,,,BIL JAC,,,ALIMENTOS,SIN CONTROL,BIL JAC
,BIL JAC PREMIO GOOBERLICIOUS MANI 283GR,BILGOOBE283,BIL,UNIDAD,Si,,BIL JAC PREMIO GOOBERLICIOUS MANI 283GR,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,180.172414,UNIDAD,0.000000,,,16,,,BIL JAC,,,ALIMENTOS,SIN CONTROL,BIL JAC
,"BIL JAC RECETA ORIGINAL 283 5GR
",BILRETORIG283,BIL,UNIDAD,Si,731794005215,"BIL JAC RECETA ORIGINAL 283 5GR
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,162.931034,UNIDAD,76.249333,,,16,,,BIL JAC,,,ALIMENTOS,SIN CONTROL,BIL JAC
,"BIL JAC RECETA ORIGINAL 567GR
",BILRETORIG567,BIL,UNIDAD,Si,731794005291,"BIL JAC RECETA ORIGINAL 567GR
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,275.000000,UNIDAD,136.644444,,,16,,,BIL JAC,,,ALIMENTOS,SIN CONTROL,BIL JAC
,"BIL JAC SMART JACS SKIN Y COAT 113.4GR
",BILSKICOA113,BIL,UNIDAD,Si,731794005147,"BIL JAC SMART JACS SKIN Y COAT 113.4GR
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,85.344800,UNIDAD,50.858738,,,16,,,BIL JAC,,,ALIMENTOS,SIN CONTROL,BIL JAC
,BIL JAC SMART JACS SOPORTE DIGESTIVO E,BILDISEINM,BIL,UNIDAD,Si,731794005154,BIL JAC SMART JACS SOPORTE DIGESTIVO E,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,85.344800,UNIDAD,50.911060,,,16,,,BIL JAC,,,ALIMENTOS,SIN CONTROL,BIL JAC
,BIL JAC YAPPLE NANAS PREMIOS SUAVES 113.,BILYAPP113,BIL,UNIDAD,Si,731794007516,BIL JAC YAPPLE NANAS PREMIOS SUAVES 113.,0.000,0.000,,,Lote,si,30,15,1,Almacenable,10121806,H87,7,,0.05,,,,85.344800,UNIDAD,38.655272,,,16,,,BIL JAC,,,ALIMENTOS,SIN CONTROL,BIL JAC
,ATOPIVET 60 CAPSULAS,BIMATOP60CAPS,BIM,UNIDAD,Si,,ATOPIVET 60 CAPSULAS,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,"2,331.000000",UNIDAD,"1,550.161666",,,0,,,BIMEDA,,,MEDICAMENTOS,SIN CONTROL,BIMEDA
,CALMUROFEL 120 COMP,BIMCALM120C,BIM,UNIDAD,Si,,CALMUROFEL 120 COMP,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121607,H87,7,,0.05,,,,"2,703.000000",UNIDAD,"1,058.500000",,,0,,,BIMEDA,,,MEDICAMENTOS,SIN CONTROL,BIMEDA
,CALMUROFEL 30 COMP,BIMCALM30,BIM,UNIDAD,Si,8430336091557,CALMUROFEL 30 COMP,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121607,H87,7,,0.05,,,,899.000000,UNIDAD,305.523422,,,0,,,BIMEDA,,,MEDICAMENTOS,SIN CONTROL,BIMEDA
,"CONDRO VET FORCE HA 40 COMP
",BIMCOMDHA,BIM,UNIDAD,Si,,"CONDRO VET FORCE HA 40 COMP
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121604,H87,7,,0.05,,,,"1,143.103400",UNIDAD,840.210000,,,0,,,BIMEDA,,,MEDICAMENTOS,SIN CONTROL,BIMEDA
,"ENTERO-CHRONIC 30 SACHETS
",BIMENTECH30,BIM,UNIDAD,Si,,"ENTERO-CHRONIC 30 SACHETS
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121601,H87,7,,0.05,,,,"1,357.000000",UNIDAD,625.100000,,,0,,,BIMEDA,,,MEDICAMENTOS,SIN CONTROL,BIMEDA
,ENTERO-CHRONIC 60 SACHETS,BIMENTECH60,BIM,UNIDAD,Si,,ENTERO-CHRONIC 60 SACHETS,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121601,H87,7,,0.05,,,,"2,299.000000",UNIDAD,"1,496.646800",,,0,,,BIMEDA,,,MEDICAMENTOS,SIN CONTROL,BIMEDA
,ITCH CARE SPRAY118ML,BIMITCH,BIM,UNIDAD,Si,,ITCH CARE SPRAY118ML,0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121606,H87,7,,0.05,,,,0.000000,UNIDAD,147.085000,,,16,,,,,,MEDICAMENTOS,SIN CONTROL,
,"PROPEN G PENINCILINA SOL/INY 250ML
",BIMPROP250,BIM,UNIDAD,Si,,"PROPEN G PENINCILINA SOL/INY 250ML
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,51101507,H87,7,,0.05,,,,540.000000,UNIDAD,388.000000,,,0,,,BIMEDA,,,MEDICAMENTOS,GRUPO 2,BIMEDA
,"ALIMENTO BETTA 8 GR
",BIOMALBET8,BIO,UNIDAD,Si,7501556406467,"ALIMENTO BETTA 8 GR
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,11.206900,UNIDAD,5.936852,,,16,,,,,,,SIN CONTROL,
,"ALIMENTO CONEJO 1.2  KG RED KITE
",BIOALICON1RED,BIO,UNIDAD,Si,7501556466768,"ALIMENTO CONEJO 1.2  KG RED KITE
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,125.000000,UNIDAD,50.510000,,,16,,,,,,,SIN CONTROL,
,"AZUL DE METILENO 60 ML 
",BIOAZULMIL,BIO,UNIDAD,Si,7501556411478,"AZUL DE METILENO 60 ML 
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,17.241379,UNIDAD,14.560000,,,16,,,,,,,SIN CONTROL,
,"BETTA BITS 35GR
",BIOBET35,BIO,UNIDAD,Si,7500211006424,"BETTA BITS 35GR
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,21.551724,UNIDAD,11.630000,,,16,,,,,,,SIN CONTROL,
,"CALCIO P/TORTUGAS
",BIOCALTOR,BIO,UNIDAD,Si,7501556411157,"CALCIO P/TORTUGAS
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,15.517241,UNIDAD,9.500000,,,16,,,,,,,SIN CONTROL,
,"CARDA CON AUTOLIMPIEZA CH
",BIOMCARCH,BIO,UNIDAD,Si,,"CARDA CON AUTOLIMPIEZA CH
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,361.206897,UNIDAD,180.600000,,,16,,,,,,,SIN CONTROL,
,"CATNIP MENTA P/GATO 30GR
",BIOCATNMET30,BIO,UNIDAD,Si,7502234337998,"CATNIP MENTA P/GATO 30GR
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,68.965517,UNIDAD,27.580000,,,16,,,,,,,SIN CONTROL,
,"CATNIP P/GATO 28GR
",BIOCATN28,BIO,UNIDAD,Si,7501556439229,"CATNIP P/GATO 28GR
",0.000,0.000,,,Lote,si,30,15,1,Almacenable,42121600,H87,7,,0.05,,,,68.965517,UNIDAD,33.620000,,,16,,,,,,,SIN CONTROL,
,"COLLAR CH COLOR MIX
",BIOCOLCH,BIO,UNIDAD,Si,7501556465068,"COLLAR CH COLOR MIX
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,43.103448,UNIDAD,15.720968,,,16,,,,,,,SIN CONTROL,
,"COLLAR GDE COLOR MIX 
",BIOCOLGR,BIO,UNIDAD,Si,7501556465082,"COLLAR GDE COLOR MIX 
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,60.344828,UNIDAD,22.975431,,,16,,,,,,,SIN CONTROL,
,"COLLAR MED COLOR MIX
",BIOCOLMED,BIO,UNIDAD,Si,7501556465112,"COLLAR MED COLOR MIX
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,51.724138,UNIDAD,18.914138,,,16,,,,,,,SIN CONTROL,
,"COLLAR XCH COLOR MIX
",BIOCOLXCH,BIO,UNIDAD,Si,7501556465136,"COLLAR XCH COLOR MIX
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,34.482759,UNIDAD,13.612682,,,16,,,,,,,SIN CONTROL,
,"CORREA CH GEO GLASS
",BIOCORCH,BIO,UNIDAD,Si,7501556465174,"CORREA CH GEO GLASS
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,68.965517,UNIDAD,24.413370,,,16,,,,,,,SIN CONTROL,
,"CORREA MED GEO GLASS
",BIOCORMED,BIO,UNIDAD,Si,7501556465211,"CORREA MED GEO GLASS
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,77.586207,UNIDAD,29.028463,,,16,,,,,,,SIN CONTROL,
,"CUERDA TEJIDA 2 PELOTAS 43CM
",BIOMCUERTE43,BIO,UNIDAD,Si,,"CUERDA TEJIDA 2 PELOTAS 43CM
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,125.000000,UNIDAD,61.980000,,,16,,,,,,,SIN CONTROL,
,"CUERDA TEJIDA CON PELOTA 57CM
",BIOMCUERTE57,BIO,UNIDAD,Si,,"CUERDA TEJIDA CON PELOTA 57CM
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,96.551724,UNIDAD,48.270000,,,16,,,,,,,SIN CONTROL,
,"ESFERA EJERCICIO 1.5 COLORES
",MASESFE15,BIO,UNIDAD,Si,,"ESFERA EJERCICIO 1.5 COLORES
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,42121600,H87,7,,0.05,,,,122.413793,UNIDAD,60.860000,,,16,,,,,,,SIN CONTROL,
