Sucursal,Nombre del Producto,Clave de producto,Categoría ( linea) de producto,Precio Base de Venta,Unidad de medida,¿ Se vende en el punto de venta?,Clave de producto SAT,Código de barras,Descripción larga,Peso,Volumen,Días para entregarlo al cliente,método de abastecimiento,Precio promedio de compra,¿ En qué almacen se guarda el producto?,Seguimiento (Sin seguimiento/Lote/Serie,¿ Tiene fecha de caducidad?,Días antes de caducar,Días a Consumir preferentemente,Días para quitar el producto,Tipo ,Stock Optimo,Punto de reorden,Multiple de re-orden,Clave sat,Unidad de sat,1,2,3,4,5
,COLGANTE,THL400/3 S,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$100.03,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL400/2 S,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$62.75,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL400/1 S,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$38.49,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THL120/3 S,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$103.85,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL120/1 S,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$42.21,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,THL120/M S,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$38.86,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THL120/C S,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$40.87,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THL125/C S,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$60.97,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL300/2 C,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$55.51,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THL300/4 C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$102.51,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL700/2 C,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$58.96,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL700/1 C,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$34.84,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THL130/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$45.06,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,THL130/M,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$56.25,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL130/1,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$51.42,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THL130-3/3,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$127.20,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,THL500/M S,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$39.87,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL200/2 C,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$60.30,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL1008 C,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$58.12,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL1005 C,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$53.43,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL2008 S,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$79.43,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL2005 S,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$65.29,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL5008 S,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$72.83,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL5012 S,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$77.05,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL4008 S,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$72.06,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THL810/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$166.83,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THL810/CO,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$197.65,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THL162/1,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$34.61,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,THL161/M,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$33.84,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,THL190/M,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$26.13,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,CLIP,THL190/CL,Tecno Home,,Pza,Si,,,CLIP,,,,lo compramos,$23.12,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,THL110/M,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$47.24,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,THL165/M,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$47.34,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,THL166/M,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$42.88,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1060/6,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$200.00,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2850/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$63.32,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2850/5,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$197.65,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2850/3,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$113.90,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1744/4,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$132.66,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1744/5,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$197.65,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH3530 N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$62.48,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1376-4,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$157.45,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1013/6,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$164.15,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1710/4 N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$190.95,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1710/C N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$63.32,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1041/3 N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$100.84,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1045/4 N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$123.95,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,SEMI-PLAFÓN,TH2718/6,Tecno Home,,Pza,Si,,,SEMI-PLAFÓN,,,,lo compramos,$84.69,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PISO,TH1018/P,Tecno Home,,Pza,Si,,,PISO,,,,lo compramos,$64.89,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1122/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$123.95,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH4070/N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$71.02,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH4080/N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$94.87,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH6610/8,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$214.40,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH6610/2,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$61.14,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH6610/1,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$46.13,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH6610/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$41.10,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH6610/3,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$106.97,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,CANDIL,TH2815/3 N,Tecno Home,,Pza,Si,,,CANDIL,,,,lo compramos,$90.45,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH2815/1 N,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$29.38,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH2815/2 N,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$53.94,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1920/C OL,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$46.90,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1920/C CO,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$46.90,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1920/3 CO,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$127.30,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH0107/3,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$92.13,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH0107/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$40.87,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PISO,TH0107/P,Tecno Home,,Pza,Si,,,PISO,,,,lo compramos,$90.45,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1821/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$54.84,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1820/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$44.56,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1820/4,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$123.62,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THV155/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$36.18,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THV155/3,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$83.75,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THV116/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$53.37,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THV116/1,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$55.51,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH8015/C N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$24.46,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH8015/3 N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$73.37,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH8015/1 N,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$25.36,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,TH8015/M N,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$25.46,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1250/3,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$105.16,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1250/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$53.27,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH1250/1,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$36.85,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,TH1250/M,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$0.00,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THV134/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$71.69,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THV225/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$66.83,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH2500/1,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$29.48,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THV025/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$77.85,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THV023/1,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$44.89,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2233/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$50.25,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THV220/5,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$100.27,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THV230/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$51.82,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH1030/1,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$25.80,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH1030/2,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$44.12,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1030/4,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$92.46,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1030/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$38.49,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THV33-2/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$53.57,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THV33-3/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$93.80,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THV33-1/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$41.44,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THV33/1,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$46.06,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,THV33/M,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$41.10,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1440/C OL,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$34.34,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1440/C N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$32.83,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1440/3 ON,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$98.42,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,TH1440/M OL,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$41.77,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH2018/1 NP,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$56.48,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,TH2018/M NP,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$66.67,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2018/C NP,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$59.36,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2018/3 NP,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$160.97,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH7200/1 C,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$47.34,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH7200/C C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$44.56,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH7200/C CL,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$44.66,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH7200/3 C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$130.65,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,TH7200/M CL,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$52.26,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH3018/3 N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$76.38,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH3018/C N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$31.49,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH3018/C CO,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$33.47,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH3018/1 N,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$30.49,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PISO,TH3018/P N,Tecno Home,,Pza,Si,,,PISO,,,,lo compramos,$40.87,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH2451 B,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$37.52,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2430 N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$80.40,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2430 B,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$60.30,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,TH2430 MB,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$28.14,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH6020-3/CN,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$114.57,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH6030/CN,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$37.52,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THPMC-03,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$25.80,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THPMC-03/C,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$26.57,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,THPMC-01,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$26.10,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,THPMC-01/C,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$26.10,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,THPMC-02/M,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$21.11,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1161/CN,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$42.88,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1161/CO,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$48.91,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1161/CS,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$44.89,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2115/3 CO,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$119.60,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2115/C CO,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$73.70,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2115/C C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$73.70,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,SEMI-PLAFÓN,TH6630/6,Tecno Home,,Pza,Si,,,SEMI-PLAFÓN,,,,lo compramos,$108.44,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH6630/4,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$79.29,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH3311/3 NS,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$75.38,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH3311/C NS,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$29.85,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH3311/1 NS,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$27.47,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,TH8092-M/OP,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$29.82,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH2300/2 C,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$63.65,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2300/C C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$35.85,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2300/3 C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$97.15,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,TH2300/M C,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$31.93,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH3004/4,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$94.07,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH3004/1,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$34.51,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH3004/2,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$61.31,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH9200/1 C,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$35.85,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,TH9200/M C,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$34.91,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH9200/C C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$31.66,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1021/CO,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$82.24,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1021/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$74.60,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH1221/C,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$49.35,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH1221/1,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$43.18,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,TH1221/M,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$64.32,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH1420/1,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$45.90,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH3425/N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$83.75,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH7001/3 S,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$88.78,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH7001/C S,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$27.91,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH7001/1 S,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$28.48,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,TH7001/M S,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$35.28,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH7001/2 S,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$54.61,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,CANDIL,TH2220/5 N,Tecno Home,,Pza,Si,,,CANDIL,,,,lo compramos,$143.01,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2220/3 N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$85.66,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH2220/1 N,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$33.43,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2220/C N,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$38.09,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PISO,TH2220/P N,Tecno Home,,Pza,Si,,,PISO,,,,lo compramos,$56.95,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH2750/C OL,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$81.74,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,PARED,TH2750/1 OL,Tecno Home,,Pza,Si,,,PARED,,,,lo compramos,$57.92,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,MESA,TH2750/M OL,Tecno Home,,Pza,Si,,,MESA,,,,lo compramos,$52.43,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
,COLGANTE,TH6515/4,Tecno Home,,Pza,Si,,,COLGANTE,,,,lo compramos,$95.48,Tecno Home,,No,,,,Almacenable,,,,,,,,,,
