TIPO DE SUCURSAL,NOMBRE DEL PRODUCTO,CLAVE DEL PRODUCTO,CATEGORIA (LINEA) DE PRODUCTO,UNIDAD DE MEDIDA (UNIDAD DE VENTA),¿SE VENDE EN EL PUNTO DE VENTA?,CODIGO DE BARRAS,DESCRIPCION LARGA,Peso ,Volumen ,DIAS PARA ENTREGARLO AL CLIENTE,METODO DE ABASTECIMIENTO,Seguimiento (Sin seguimiento/Lote/Serie,FECHA DE CADUCIDAD,DIAS ANTES DE CADUCAR,Días a Consumir preferentemente,Días para quitar el producto,Tipo ,Clave SAT ,Clave unidad SAT,DIAS DE GARANTIA,% COMISION VENDEDOR,% COMISION PARA REFERIDOS,Stock Optimo DE ESTE TIPO DE SUCURSAL,Punto de reorden DE ESTE TIPO DE SUCURSAL,Multiple de re-orden DE ESTE TIPO DE SUCURSAL,Precio del producto en este tipo de surcursal,Unidad de COMPRA,Costo promedio ,¿ Cuántos puntos abonan la compra de este producto/ servicio?,¿ Cuanto cuesta el producto en puntos?,TASA IVA,TASA IEPS,Almacen donde se ingresa automaticamente,Nombre del laboratorio,Nombre de la sustancia activa,NUMERO DE REGISTRO DE SENASICA,DEPARTAMENTO  ,TIPO DE CONTROL 
,BIONOTE CANIV 4 (LYME),BIONCANIV4,BIONOTE,Unidades,Si,,BIONOTE CANIV 4 (LYME),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42172017,H87,0,,,0,,,900,Unidades,279.949374,,,16,16,,,,,MEDICAMENTOS,GRUPO 3
,"BIONOTE CANIV 4 (LEISH
MANIA)
",BIONCANIVL,BIONOTE,Unidades,Si,,"BIONOTE CANIV 4 (LEISH
MANIA)
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42172017,H87,0,,,0,,,436.20689,Unidades,274.486839,,,16,16,,,,,,GRUPO 3
,BIONOTE CDV Ag,BIONCDV,BIONOTE,Unidades,Si,,BIONOTE CDV Ag,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42172017,H87,0,,,0,,,600,Unidades,206.652991,,,16,16,,,,,MEDICAMENTOS,GRUPO 3
,BIONOTE CPV Ag,BIONCPV,BIONOTE,Unidades,Si,,BIONOTE CPV Ag,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42172017,H87,0,,,0,,,600,Unidades,170.247298,,,16,16,,,,,MEDICAMENTOS,GRUPO 3
,BIONOTE CPV/CCV/G,BIONDIG,BIONOTE,Unidades,Si,,BIONOTE CPV/CCV/G,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42172017,H87,0,,,0,,,600,Unidades,261.078261,,,16,16,,,,,MEDICAMENTOS,GRUPO 3
,BIONOTE FELICHECK 3,BIONFELICHECK,BIONOTE,Unidades,Si,,BIONOTE FELICHECK 3,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42172017,H87,0,,,0,,,900,Unidades,300.206682,,,16,16,,,,,MEDICAMENTOS,GRUPO 3
,BIONOTE FIVab/FELV Ag,BIONFIVFELV,BIONOTE,Unidades,Si,,BIONOTE FIVab/FELV Ag,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42172017,H87,0,,,0,,,600,Unidades,126.42,,,16,16,,,,,MEDICAMENTOS,GRUPO 3
,BIONOTE CIRD-3,BIONRESP,BIONOTE,Unidades,Si,,BIONOTE CIRD-3,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42172017,H87,0,,,0,,,600,Unidades,0,,,16,16,,,,,MEDICAMENTOS,GRUPO 3
,ALVEUM,ARAALVE100ML,ARA,Unidades,Si,7506412700970,ALVEUM 100 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,42121603,H87,0,,,0,,,159,Unidades,76.161848,,,0,0,,ARANDA PET´S,"BROMEXINA, GUAUFENESINA, MELOXICAM",Q-9642-023,MEDICAMENTOS,GRUPO 2
,COMPLEJO B REFORZADO 10 ML,ARACOMBREF10,ARA,Unidades,Si,,COMPLEJO B REFORZADO 10 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51191905,H87,0,,,0,,,71,Unidades,44.71,,,0,0,,ARANDA PET´S,COMPLEJO B,Q-0449-165,MEDICAMENTOS,GRUPO 3
,"COMPLEJO B REFORZADO 100 ML
",ARACOMBREF100,ARA,Unidades,Si,,"COMPLEJO B REFORZADO 100 ML
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51191905,H87,0,,,0,,,233,Unidades,122,,,0,0,,ARANDA PET´S,COMPLEJO B,Q-0449-165,MEDICAMENTOS,GRUPO 3
,DEXTRIMAZOL TUBO DE 40GRMS,ARADEX40,ARA,Unidades,Si,734448061032,DEXTRIMAZOL TUBO DE 40GRMS,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51101805,H87,0,,,0,,,169,Unidades,70.5,,,0,0,,ARANDA PET´S,"CLOTRIMAZOL, NEOMICINA, DEXAMETAZONA",Q-0449-269,MEDICAMENTOS,GRUPO 3
,"EUYACOL FORTE 50 ML
",ARAEUYA50,ARA,Unidades,Si,,"EUYACOL FORTE 50 ML
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,156,Unidades,82.090054,,,0,0,,ARANDA PET´S,"CLORFENIRAMINA, GUAYACOL, EUCALIPTO, BROMHEXINA",Q-0449-044,MEDICAMENTOS,GRUPO 3
,FERRAJET 20 ML,ARAFERRA20,ARA,Unidades,Si,,FERRAJET 20 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51131500,H87,0,,,0,,,121,Unidades,53.58,,,0,0,,ARANDA PET´S,"HIERRO, VITAMINA B6, VITAMINA B12, ZINC, COBALTO",Q-0449-083,MEDICAMENTOS,GRUPO 3
,"FERRAJET 50 ML
",ARAFERRA50,ARA,Unidades,Si,,"FERRAJET 50 ML
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51131500,H87,0,,,0,,,210,Unidades,112.957938,,,0,0,,ARANDA PET´S,"HIERRO, VITAMINA B6, VITAMINA B12, ZINC, COBALTO",Q-0449-083,MEDICAMENTOS,GRUPO 3
,IVERFULL TABS FOR PETS 10KG (CARTERA),ARAIVERTP10,ARA,Unidades,Si,,IVERFULL TABS FOR PETS 10KG (CARTERA),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51101700,H87,0,,,0,,,163,Unidades,0,,,0,0,,ARANDA PET´S,"IVERMECTINA, PRAZICUANTEL, ALBENDAZOL",Q-0449-243,MEDICAMENTOS,GRUPO 2
,KETAMIN-PET 10 ML (GRUPO 1),ARAKET,ARA,Unidades,Si,734448002134,KETAMIN-PET 10 ML (GRUPO 1),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51142934,H87,0,,,0,,,639,Unidades,380.716888,,,0,0,,ARANDA PET´S,KETAMINA,Q-0449-265,MEDICAMENTOS,GRUPO 1
,"LASARNOL 30 ML
",ARALASA30,ARA,Unidades,Si,7506412700109,"LASARNOL 30 ML
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,109,Unidades,53.696154,,,0,0,,ARANDA PET´S,IVERMECTINA,Q-0449-069,MEDICAMENTOS,GRUPO 3
,"LAXA PET 100 G
",ARALAXAPET,ARA,Unidades,Si,734448060806,"LAXA PET 100 G
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,187,Unidades,92.204,,,0,0,,ARANDA PET´S,"PETROLATO BLANCO, ACEITE MINERAL",,MEDICAMENTOS,GRUPO 3
,MELODEX GOTAS 10ML,ARAMELG10,ARA,Unidades,Si,734448061049,MELODEX GOTAS 10ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51142140,H87,0,,,0,,,69,Unidades,33.551268,,,0,0,,ARANDA PET´S,MELOXICAM GOTAS,Q-0449-292,MEDICAMENTOS,GRUPO 2
,"NECAIN SOLUCION 10 ML
",ARANECAIN,ARA,Unidades,Si,734448060998,"NECAIN SOLUCION 10 ML
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,70,Unidades,37.908065,,,0,0,,ARANDA PET´S,"NEOMICINA, DEXAMETAZONA",Q-0449-081,MEDICAMENTOS,GRUPO 3
,PARAFEN SUSPENSIÓN AL 3% 60ML,ARAPARS60,ARA,Unidades,Si,,PARAFEN SUSPENSIÓN AL 3% 60ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51101700,H87,0,,,0,,,122,Unidades,0,,,0,0,,ARANDA PET´S,FENBENDAZOL,Q-0449-146,MEDICAMENTOS,GRUPO 3
,PENTOBARBITAL SODICO 6.3G 100ML INY (GRUPO 1),ARAPERVSUS,ARA,Unidades,Si,7506412700307,PENTOBARBITAL SODICO 6.3G 100ML INY (GRUPO 1),0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51141820,H87,0,,,0,,,99,Unidades,49.004286,,,0,0,,ARANDA PET´S,PENTOBARBITAL,Q-7048-044,MEDICAMENTOS,GRUPO 1
,"PERVINAL JARABE 100 ML
",ARAPETOINY100ML,ARA,Unidades,Si,,"PERVINAL JARABE 100 ML
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,374,Unidades,370,,,0,0,,ARANDA PET´S,"VITAMINA A, COMPLEJO B, COLINA, INOSITOL, VITAMINA D, VITAMINA E",Q-0449-061,MEDICAMENTOS,GRUPO 3
,PROLONG CEF L.A.  25 ML,ARAPROLCEF50,ARA,Unidades,Si,,PROLONG CEF L.A.  25 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51101593,H87,0,,,0,,,99,Unidades,198,,,0,0,,ARANDA PET´S,"CEFOTAXIMA SÓDICA, SULBACTAM SÓDICO",Q-0449-276,MEDICAMENTOS,GRUPO 2
,"VITA JOINT PET 50 TABS
",ARAVITA,ARA,Unidades,Si,734448060288,"VITA JOINT PET 50 TABS
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,599,Unidades,280,,,0,0,,ARANDA PET´S,"CONDROITINA, GLUCOSAMINA, COLÁGENO,L-METIONINA, OMEGA 3, VIT. C, VIT. C, VIR. D3, COBALTO, CALCIO, HIERRO, MANGANESO, MAGNESIO, POTASIO, SODIO, ZINC",Q-0449-295,MEDICAMENTOS,GRUPO 3
,YODO DESINFECTANTE 120ML,ARAYODES120,ARA,Unidades,Si,734448001755,YODO DESINFECTANTE 120ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51102713,H87,0,,,0,,,146,Unidades,35,,,0,0,,ARANDA PET´S,"IODURO POLIVINILPIRROLIDONA, GLICERINA",Q-0449-091,MEDICAMENTOS,GRUPO 3
,"BARF GATO PESCADO (28 PZ 60 GR)
",ALNCATPESC60,ALNUT,Unidades,Si,,"BARF GATO PESCADO (28 PZ 60 GR)
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10121800,H87,0,,,0,,,445,Unidades,356,,,0,0,,,,,,
,"BARF GATO POLLO (28 PZ 60 GR)
",ALNCATPOLL60,ALNUT,Unidades,Si,,"BARF GATO POLLO (28 PZ 60 GR)
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10121800,H87,0,,,0,,,370,Unidades,296,,,0,0,,,,,,
,"BARF CONEJO (14 PZ 150 GR)
",ALNCONE150,ALNUT,Unidades,Si,,"BARF CONEJO (14 PZ 150 GR)
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10121800,H87,0,,,0,,,350,Unidades,280,,,0,0,,,,,,
,"BARF CONEJO (7 PZ 250 GR)
",ALNCONE250,ALNUT,Unidades,Si,,"BARF CONEJO (7 PZ 250 GR)
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10121800,H87,0,,,0,,,275,Unidades,220,,,0,0,,,,,,
,"BARF POLLO (14 PZ 150 GR)
",ALNPOLL150,ALNUT,Unidades,Si,,"BARF POLLO (14 PZ 150 GR)
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10121800,H87,0,,,0,,,235,Unidades,188,,,0,0,,,,,,
,"BARF POLLO (7 PZ 250 GR)
",ALNPOLL250,ALNUT,Unidades,Si,,"BARF POLLO (7 PZ 250 GR)
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10121800,H87,0,,,0,,,190,Unidades,152,,,0,0,,,,,,
,PREMIOS LIOFILIZADOS HIGADO DE RES 100GR,ALNPREMIOS,ALNUT,Unidades,Si,,PREMIOS LIOFILIZADOS HIGADO DE RES 100GR,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10121806,H87,0,,,0,,,168.103448,Unidades,134.48,,,16,16,,,,,,
,"BARF RES Y POLLO (14 PZ 150 GR)
",ALNRESPOLL150,ALNUT,Unidades,Si,,"BARF RES Y POLLO (14 PZ 150 GR)
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10121800,H87,0,,,0,,,285,Unidades,228,,,0,0,,,,,,
,"BARF RES Y POLLO (7 PZ 250 GR)
",ALNRESPOLL250,ALNUT,Unidades,Si,,"BARF RES Y POLLO (7 PZ 250 GR)
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10121800,H87,0,,,0,,,230,Unidades,184,,,0,0,,,,,,
,"ALIMENTO BETTA 8 GR
",LOMALMBET8,LOMAS,Unidades,Si,7501556406467,"ALIMENTO BETTA 8 GR
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,11.2069,Unidades,5.6,,,16,16,,,,,,
,"CARDA CON AUTOLIMPIEZA CH
",BIOMCARCH,BIO,Unidades,Si,,"CARDA CON AUTOLIMPIEZA CH
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,,H87,0,,,0,,,361.206897,Unidades,180.6,,,16,16,,,,,,
,"HUESO NATURAL 7-8
",BIOMCARNGD,BIO,Unidades,Si,,"HUESO NATURAL 7-8
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,,H87,0,,,0,,,103.448276,Unidades,51.55,,,16,16,,,,,,
,"HUESO NATURAL 9-10
",BIOMCARNJUM,BIO,Unidades,Si,,"HUESO NATURAL 9-10
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,,H87,0,,,0,,,151.724138,Unidades,75.51,,,16,16,,,,,,
,"CUERDA TEJIDA 2 PELOTAS 43CM
",BIOMCUERTE43,BIO,Unidades,Si,,"CUERDA TEJIDA 2 PELOTAS 43CM
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,,H87,0,,,0,,,125,Unidades,0,,,16,16,,,,,,
,"CUERDA TEJIDA CON PELOTA 57CM
",BIOMCUERTE57,BIO,Unidades,Si,,"CUERDA TEJIDA CON PELOTA 57CM
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,,H87,0,,,0,,,96.551724,Unidades,48.27,,,16,16,,,,,,
,"JUGUETE ECO GATO BOLA/PLUMAS
",BIOMECOPLU,BIO,Unidades,Si,,"JUGUETE ECO GATO BOLA/PLUMAS
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,,H87,0,,,0,,,56.034483,Unidades,27.93,,,16,16,,,,,,
,"JUGUETE ECO GATO RATONES 3PZ
",BIOMECORAT,BIO,Unidades,Si,,"JUGUETE ECO GATO RATONES 3PZ
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,,H87,0,,,0,,,71.551724,Unidades,35.77,,,16,16,,,,,,
,"HOJUELA BASICA 10 GR WARDLEY
",LOMHOJ10,LOMAS,Unidades,Si,,"HOJUELA BASICA 10 GR WARDLEY
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,21.5517,Unidades,10.26,,,16,16,,,,,,
,"HOJUELA BASICA 20 GR WARDLEY
",LOMHOJ20,LOMAS,Unidades,Si,,"HOJUELA BASICA 20 GR WARDLEY
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,34.4828,Unidades,16.38,,,16,16,,,,,,
,"REDKITE LORITO/NINFA 500 GR
",REDKMLOR,REDKITE,Unidades,Si,7501556440119,"REDKITE LORITO/NINFA 500 GR
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,94.8276,Unidades,47.73,,,16,16,,,,,,
,"REDKITE CANARIO/FINCHE 500GR
",REDKMREDK500,REDKITE,Unidades,Si,,"REDKITE CANARIO/FINCHE 500GR
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,,H87,0,,,0,,,98.275862,Unidades,49.13,,,16,16,,,,,,
,"REPTIL STICKS BABY 28 GR
",LOMREP28,LOMAS,Unidades,Si,,"REPTIL STICKS BABY 28 GR
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,18.9655,Unidades,9.91,,,16,16,,,,,,
,"REPTIL STICKS BABY 70 GR
",LOMREP70,LOMAS,Unidades,Si,,"REPTIL STICKS BABY 70 GR
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,31.0345,Unidades,15.43,,,16,16,,,,,,
,"PREMIUM CONEJO 500 GR
",MASCONE,BIO,Unidades,Si,7502234337455,"PREMIUM CONEJO 500 GR
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,77.5862,Unidades,38.79,,,16,16,,,,,,
,"SUPER FLAKES 150 GR
",BIOMAAFLA150,BIOMAA,Unidades,Si,,"SUPER FLAKES 150 GR
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,143.965517,Unidades,71.98,,,16,16,,,,,,
,"SUPER FLAKES 20 GR
",BIOMAAFLA20,BIOMAA,Unidades,Si,7500211004369,"SUPER FLAKES 20 GR
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,34.4828,Unidades,17.598333,,,16,16,,,,,,
,"ESFERA EJERCICIO 1.5 COLORES
",MASESFE15,BIO,Unidades,Si,,"ESFERA EJERCICIO 1.5 COLORES
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,,H87,0,,,0,,,122.413793,Unidades,60.86,,,16,16,,,,,,
,"FRISBEE
",MASFRISBEE,BIO,Unidades,Si,,"FRISBEE
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,62.068966,Unidades,30.68,,,16,16,,,,,,
,"TORTUGUETA INICIO 60 GR
",MASTOR40,BIO,Unidades,Si,7502217856744,"TORTUGUETA INICIO 60 GR
",0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,43.1034,Unidades,19.82,,,16,16,,,,,,
,"TAPETE DOGGIE GRASS GD 76X50CM
",FPETTAPGDDOG,FANPET,Unidades,Si,7501556479928,"TAPETE DOGGIE GRASS GD 76X50CM
",0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,,H87,0,,,0,,,1318.965517,Unidades,659.48,,,16,16,,,,,,
,4 PLEX RECOVERY 15 G,BIO4PLEX15,BIOCH,Unidades,Si,,4 PLEX RECOVERY 15 G,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10111305,H87,0,,,0,,,115,Unidades,70.916667,,,0,0,,BIOCHEM,"CALCIO, TAURINA, VITAMINA A, B1, B2, B3 B6, B12, D3, E, SODIO, MAGNESIO",,,GRUPO 3
,4 PLEX RECOVERY 30G,BIO4PLEX30,BIOCH,Unidades,Si,,4 PLEX RECOVERY 30G,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,70122000,H87,0,,,0,,,196,Unidades,98,,,0,0,,BIOCHEM,"CALCIO, TAURINA, VITAMINA A, B1, B2, B3 B6, B12, D3, E, SODIO, MAGNESIO",,,GRUPO 3
,PLATO HEXAGONAL G,BIO900HEXA,BIOCH,Unidades,Si,ML991603,PLATO HEXAGONAL G,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111304,H87,0,,,0,,,264.6552,Unidades,256,,,16,16,,BIOCHEM,,,MEDICAMENTOS,
,PLATO LABERINTO M,BIO901LAB,BIOCH,Unidades,Si,ML99-1402-M,PLATO LABERINTO M,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111304,H87,0,,,0,,,146.5517,Unidades,142,,,16,16,,BIOCHEM,,,MEDICAMENTOS,
,PLATO PAWS M,BIO902PAW,BIOCH,Unidades,Si,pLATO pAWS m'c8i,PLATO PAWS M,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111304,H87,0,,,0,,,168.1034,Unidades,136.29,,,16,16,,BIOCHEM,,,MEDICAMENTOS,
,PLATO DISEÑO AZULEJO CH,BIO903AZU,BIOCH,Unidades,Si,pLATO dISEO aZUL,PLATO DISEÑO AZULEJO CH,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111304,H87,0,,,0,,,155.1724,Unidades,125.51,,,16,16,,BIOCHEM,,,MEDICAMENTOS,
,PLATO DISEÑO AZTECA CH,BIO904AZT,BIOCH,Unidades,Si,pLATO dISEO aZTE,PLATO DISEÑO AZTECA CH,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111304,H87,0,,,0,,,155.1724,Unidades,125.51,,,16,16,,BIOCHEM,,,MEDICAMENTOS,
,PLATO DISEÑO MODERNISTA CH,BIO905MODE,BIOCH,Unidades,Si,pLATO dISEO mODE,PLATO DISEÑO MODERNISTA CH,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111304,H87,0,,,0,,,155.1724,Unidades,125.51,,,16,16,,BIOCHEM,,,MEDICAMENTOS,
,PLATO DISEÑO SILUETAS CH,BIO906SILU,BIOCH,Unidades,Si,pLATO dISEO sILU,PLATO DISEÑO SILUETAS CH,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111304,H87,0,,,0,,,155.1724,Unidades,125.51,,,16,16,,BIOCHEM,,,MEDICAMENTOS,
,PLATO DISEÑO YAQUI M,BIO907YAQUI,BIOCH,Unidades,Si,pLATO dISEO yAQU,PLATO DISEÑO YAQUI M,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111304,H87,0,,,0,,,217.2414,Unidades,190.722,,,16,16,,BIOCHEM,,,MEDICAMENTOS,
,PLATO DISEÑO VAN GOGH M,BIO908VANG,BIOCH,Unidades,Si,pLATO dISEO vAN,PLATO DISEÑO VAN GOGH M,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111304,H87,0,,,0,,,217.2414,Unidades,194.04,,,16,16,,BIOCHEM,,,MEDICAMENTOS,
,PLATO DOBLE PAWS CH,BIO909DOBPAW,BIOCH,Unidades,Si,pLATO dOBLE pAWS,PLATO DOBLE PAWS CH,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111304,H87,0,,,0,,,348.2759,Unidades,252.28,,,16,16,,BIOCHEM,,,MEDICAMENTOS,
,JUGUETE PIERNA NARANJA,BIO910JUGPI,BIOCH,Unidades,Si,Juguete Pierna{C,JUGUETE PIERNA NARANJA,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111301,H87,0,,,0,,,60.3448,Unidades,54.416667,,,16,16,,BIOCHEM,,,MEDICAMENTOS,
,JUGUETE TUBO NARANJA,BIO911JUGTUBO,BIOCH,Unidades,Si,jUGUETE tUBO{c8k,JUGUETE TUBO NARANJA,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111301,H87,0,,,0,,,79.3103,Unidades,76,,,16,16,,BIOCHEM,,,MEDICAMENTOS,
,PETS SHAMPOO ALOE VERA 250 ML*,BIOPETSHALOEVERA250,BIOCH,Unidades,Si,,PETS SHAMPOO ALOE VERA 250 ML*,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10191509,H87,0,,,0,,,75.4717,Unidades,42.218177,,,0,0,,BIOCHEM,ALOE VERA,,MEDICAMENTOS,GRUPO 3
,AURIPET 10 ML,BIOAUR,BIOCH,Unidades,Si,,AURIPET 10 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,70122000,H87,0,,,0,,,110,Unidades,67.188,,,0,0,,BIOCHEM,"ENROFLOXACINA, CLOTRIMAZO",Q-0454-075,MEDICAMENTOS,GRUPO 3
,BIFLOX 12 TABS,BIOBIFL12,BIOCH,Unidades,Si,,BIFLOX 12 TABS,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,,H87,0,,,0,,,105,Unidades,52.5,,,0,0,,BIOCHEM,MARBOFLOXACINA,Q-0454-095,MEDICAMENTOS,GRUPO 2
,SHAMPOO BIO BELT 250 ML*,BIOBIOBELT,BIOCH,Unidades,Si,,SHAMPOO BIO BELT 250 ML*,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,10191509,H87,0,,,0,,,99.0566,Unidades,49.710744,,,0,0,,BIOCHEM,IMIDACLOPRIDA,,MEDICAMENTOS,GRUPO 3
,BIOMOX AC 60 ML,BIOBIOMOX60ML3,BIOCH,Unidades,Si,,BIOMOX AC 60 ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,70122000,H87,0,,,0,,,152,Unidades,88.16,,,0,0,,BIOCHEM,"AMOXICILINA, ACIDO CLAVULANICO",Q-0454-073,MEDICAMENTOS,GRUPO 2
,BIOPRAZOL 24 TAB,BIOBIOPRA,BIOCH,Unidades,Si,,BIOPRAZOL 24 TAB,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51171909,H87,0,,,0,,,108,Unidades,66.825,,,0,0,,BIOCHEM,OMEPRAZOL,Q-0454-070,MEDICAMENTOS,GRUPO 3
,BLANK BALSAM 100 G,BIOBLABAL100G5,BIOCH,Unidades,Si,,BLANK BALSAM 100 G,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,70122000,H87,0,,,0,,,118,Unidades,66.866667,,,0,0,,BIOCHEM,"EUCALIPTO, ALCANFOR, ZINC, MENTOL",Q-0454-044,MEDICAMENTOS,GRUPO 3
,BLANK BALSAM 240 G,BIOBLABAL240G9,BIOCH,Unidades,Si,,BLANK BALSAM 240 G,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,70122000,H87,0,,,0,,,250,Unidades,150,,,0,0,,BIOCHEM,"EUCALIPTO, ALCANFOR, ZINC, MENTOL",Q-0454-044,MEDICAMENTOS,GRUPO 3
,BOVIZOL VITAMINADO INY 100ML,BIOBOVIINY,BIOCH,Unidades,Si,,BOVIZOL VITAMINADO INY 100ML,0,0,0,lo compramos,Serie,Si,30,15,0,Almacenable,51101700,H87,0,,,0,,,232,Unidades,116,,,0,0,,BIOCHEM,"LEVAMISOL, VITAMINA B1, B2, B3, B12",Q-0454-054,MEDICAMENTOS,GRUPO 3
,CEPILLO CARDA PEQUEÑA ALL4PET,BIOCARCCH,BIOCH,Unidades,Si,Cepillo Carda Pe,CEPILLO CARDA PEQUEÑA ALL4PET,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,0,,,0,,,149.1379,Unidades,120.193437,,,16,16,,BIOCHEM,,,MEDICAMENTOS,
,CEPILLO CARDA FACIL LIMPIEZA ALL4PETS,BIOCARCFL,BIOCH,Unidades,Si,Cepillo Carda de,CEPILLO CARDA FACIL LIMPIEZA ALL4PETS,0,0,0,lo compramos,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,0,,,0,,,318.9655,Unidades,207.1037,,,16,16,,BIOCHEM,,,MEDICAMENTOS,
