Tipo de sucursal,Nombre del Producto,Clave de producto,Categoría ( linea) de producto,Precio Base de Venta,Unidad de medida,¿ Se vende en el punto de venta ( en Caja de mostrador)?,Código de barras,Descripción larga,Peso,Volumen,Días para entregarlo al cliente,método de abastecimiento,Costo promedio de compra en la moneda principal,Si tienen varios almacenes en la empresa: ¿ En qué almacen se guarda el producto?,Seguimiento (Sin seguimiento/Lote/Serie,¿ Tiene fecha de caducidad?,Días antes de caducar,Días a Consumir preferentemente,Días para quitar el producto,Tipo,Stock Optimo,Punto de reorden,Multiple de re-orden,Clave de producto SAT,Claves de Unidad SAT,Días de garantía,% Comisión para vendedor,% Comisión para referidos,¿ Cuántos puntos abonan la compra de este producto/ servicio?,¿ Cuántos puntos cuesta la compra de este producto/ servicio?,Unidad de COMPRA,TIPO DE CONTROL ,Nombre del laboratorio,Nombre de la sustancia activa,TASA IVA,TASA IEPS,NUMERO DE REGISTRO DE SENASICA,PRESENTACION,Factor entre unidades ,DEPARTAMENTO  ,unid conca
,TRIOXIL 200 MCG (GRUPO 1),ALPTRI200,ALPHA,285,Unidades,SI ,,TRIOXIL 200 MCG (GRUPO 1),0,0,0,lo compramos,142.380914,,Sí,si,30,15,0,Almacenable,0,,,51181608,H87,0,,,,,Unidades,GRUPO 1,ALPHACHEM,LEVOTIROXINA,0,,Q-7692-102,100TABLETAS,100,MEDICAMENTOS,Unidades 100_Unidades
,TRIOXIL 500 MCG (GRUPO 1),ALPTRI500,ALPHA,342,Unidades,SI ,,TRIOXIL 500 MCG (GRUPO 1),0,0,0,lo compramos,171.646563,,Sí,si,30,15,0,Almacenable,0,,,51181608,H87,0,,,,,Unidades,GRUPO 1,ALPHACHEM,LEVOTIROXINA,0,,Q-7692-102,100TABLETAS,100,MEDICAMENTOS,Unidades 100_Unidades
,TRIOXIL 800 MCG (GRUPO 1),ALPTRI800,ALPHA,403,Unidades,SI ,,TRIOXIL 800 MCG (GRUPO 1),0,0,0,lo compramos,195.894533,,Sí,si,30,15,0,Almacenable,0,,,51181608,H87,0,,,,,Unidades,GRUPO 1,ALPHACHEM,LEVOTIROXINA,0,,Q-7692-102,100TABLETAS,100,MEDICAMENTOS,Unidades 100_Unidades
,TRIOXIL SOLUCION 1MG 60ML (RECETA CUANTI,,ALPHA,,Unidades,,,TRIOXIL SOLUCION 1MG 60ML (RECETA CUANTI,,,,,,,,,,,,Almacenable,,,,51181608,H87,,,,,,Unidades,GRUPO 1,ALPHACHEM,LEVOTIROXINA,,,Q-7692-102,60 ML,1,MEDICAMENTOS,Unidades 1_Unidades
,HEMOPLEX 100 ML,ANDHEMO100,ANDO,299,Unidades,SI ,,HEMOPLEX 100ML,0,0,0,lo compramos,164.45,,Sí,si,30,15,0,Almacenable,0,,,42121602,H87,0,,,,,Unidades,GRUPO 3,ANDOCI,"HIERRO, COMPLEJO B 12",0,,,FRASCO 100 ML,100,MEDICAMENTOS,Unidades 100_Unidades
,HEMOPLEX 50 ML,ANDHEMO50,ANDO,206,Unidades,SI ,,HEMOPLEX 50ML,0,0,0,lo compramos,174.85,,Sí,si,30,15,0,Almacenable,0,,,42121602,H87,0,,,,,Unidades,GRUPO 3,ANDOCI,"HIERRO, COMPLEJO B 12",0,,,FRASCO 50 ML,50,MEDICAMENTOS,Unidades 50_Unidades
,BIONOTE CANIV 4 (LYME),BIONCANIV4,BIONOTE,900,Unidades,SI ,,BIONOTE CANIV 4 (LYME),0,0,0,lo compramos,279.949374,,Sí,si,30,15,0,Almacenable,0,,,42172017,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"BIONOTE CANIV 4 (LEISH
MANIA)
",BIONCANIVL,BIONOTE,436.20689,Unidades,SI ,,"BIONOTE CANIV 4 (LEISH
MANIA)
",0,0,0,lo compramos,274.486839,,Sí,si,30,15,0,Almacenable,0,,,42172017,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,,Unidades 1.000_Unidades
,BIONOTE CDV Ag,BIONCDV,BIONOTE,600,Unidades,SI ,,BIONOTE CDV Ag,0,0,0,lo compramos,206.652991,,Sí,si,30,15,0,Almacenable,0,,,42172017,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,BIONOTE CPV Ag,BIONCPV,BIONOTE,600,Unidades,SI ,,BIONOTE CPV Ag,0,0,0,lo compramos,170.247298,,Sí,si,30,15,0,Almacenable,0,,,42172017,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,BIONOTE CPV/CCV/G,BIONDIG,BIONOTE,600,Unidades,SI ,,BIONOTE CPV/CCV/G,0,0,0,lo compramos,261.078261,,Sí,si,30,15,0,Almacenable,0,,,42172017,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,BIONOTE FELICHECK 3,BIONFELICHECK,BIONOTE,900,Unidades,SI ,,BIONOTE FELICHECK 3,0,0,0,lo compramos,300.206682,,Sí,si,30,15,0,Almacenable,0,,,42172017,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,BIONOTE FIVab/FELV Ag,BIONFIVFELV,BIONOTE,600,Unidades,SI ,,BIONOTE FIVab/FELV Ag,0,0,0,lo compramos,126.42,,Sí,si,30,15,0,Almacenable,0,,,42172017,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,BIONOTE CIRD-3,BIONRESP,BIONOTE,600,Unidades,SI ,,BIONOTE CIRD-3,0,0,0,lo compramos,0,,Sí,si,30,15,0,Almacenable,0,,,42172017,H87,0,,,,,Unidades,GRUPO 3,,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,ALVEUM,ARAALVE100ML,ARA,159,Unidades,SI ,7506412700970,ALVEUM 100 ML,0,0,0,lo compramos,76.161848,,Sí,si,30,15,0,Almacenable,0,,,42121603,H87,0,,,,,Unidades,GRUPO 2,ARANDA PET´S,"BROMEXINA, GUAUFENESINA, MELOXICAM",0,,Q-9642-023,FRASCO 100 ML,1,MEDICAMENTOS,Unidades 1.000_Unidades
,COMPLEJO B REFORZADO 10 ML,ARACOMBREF10,ARA,71,Unidades,SI ,,COMPLEJO B REFORZADO 10 ML,0,0,0,lo compramos,44.71,,Sí,si,30,15,0,Almacenable,0,,,51191905,H87,0,,,,,Unidades,GRUPO 3,ARANDA PET´S,COMPLEJO B,0,,Q-0449-165,FRASCO 10 ML,1,MEDICAMENTOS,Unidades 1_Unidades
,"COMPLEJO B REFORZADO 100 ML
",ARACOMBREF100,ARA,233,Unidades,SI ,,"COMPLEJO B REFORZADO 100 ML
",0,0,0,lo compramos,122,,Sí,si,30,15,0,Almacenable,0,,,51191905,H87,0,,,,,Unidades,GRUPO 3,ARANDA PET´S,COMPLEJO B,0,,Q-0449-165,FRASCO 100 ML,1,MEDICAMENTOS,Unidades 1_Unidades
,DEXTRIMAZOL TUBO DE 40GRMS,ARADEX40,ARA,169,Unidades,SI ,734448061032,DEXTRIMAZOL TUBO DE 40GRMS,0,0,0,lo compramos,70.5,,Sí,si,30,15,0,Almacenable,0,,,51101805,H87,0,,,,,Unidades,GRUPO 3,ARANDA PET´S,"CLOTRIMAZOL, NEOMICINA, DEXAMETAZONA",0,,Q-0449-269,TUBO 40 GR,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"EUYACOL FORTE 50 ML
",ARAEUYA50,ARA,156,Unidades,SI ,,"EUYACOL FORTE 50 ML
",0,0,0,lo compramos,82.090054,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,GRUPO 3,ARANDA PET´S,"CLORFENIRAMINA, GUAYACOL, EUCALIPTO, BROMHEXINA",0,,Q-0449-044,FRASCO 50 ML,1,MEDICAMENTOS,Unidades 1.000_Unidades
,FERRAJET 20 ML,ARAFERRA20,ARA,121,Unidades,SI ,,FERRAJET 20 ML,0,0,0,lo compramos,53.58,,Sí,si,30,15,0,Almacenable,0,,,51131500,H87,0,,,,,Unidades,GRUPO 3,ARANDA PET´S,"HIERRO, VITAMINA B6, VITAMINA B12, ZINC, COBALTO",0,,Q-0449-083,FRASCO 20 ML,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"FERRAJET 50 ML
",ARAFERRA50,ARA,210,Unidades,SI ,,"FERRAJET 50 ML
",0,0,0,lo compramos,112.957938,,Sí,si,30,15,0,Almacenable,0,,,51131500,H87,0,,,,,Unidades,GRUPO 3,ARANDA PET´S,"HIERRO, VITAMINA B6, VITAMINA B12, ZINC, COBALTO",0,,Q-0449-083,FRASCO 50 ML,1,MEDICAMENTOS,Unidades 1.000_Unidades
,IVERFULL TABS FOR PETS 10KG (CARTERA),ARAIVERTP10,ARA,163,Unidades,SI ,,IVERFULL TABS FOR PETS 10KG (CARTERA),0,0,0,lo compramos,0,,Sí,si,30,15,0,Almacenable,0,,,51101700,H87,0,,,,,Unidades,GRUPO 2,ARANDA PET´S,"IVERMECTINA, PRAZICUANTEL, ALBENDAZOL",0,,Q-0449-243,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,KETAMIN-PET 10 ML (GRUPO 1),ARAKET,ARA,639,Unidades,SI ,734448002134,KETAMIN-PET 10 ML (GRUPO 1),0,0,0,lo compramos,380.716888,,Sí,si,30,15,0,Almacenable,0,,,51142934,H87,0,,,,,Unidades,GRUPO 1,ARANDA PET´S,KETAMINA,0,,Q-0449-265,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"LASARNOL 30 ML
",ARALASA30,ARA,109,Unidades,SI ,7506412700109,"LASARNOL 30 ML
",0,0,0,lo compramos,53.696154,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,GRUPO 3,ARANDA PET´S,IVERMECTINA,0,,Q-0449-069,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"LAXA PET 100 G
",ARALAXAPET,ARA,187,Unidades,SI ,734448060806,"LAXA PET 100 G
",0,0,0,lo compramos,92.204,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,ARANDA PET´S,"PETROLATO BLANCO, ACEITE MINERAL",0,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,MELODEX GOTAS 10ML,ARAMELG10,ARA,69,Unidades,SI ,734448061049,MELODEX GOTAS 10ML,0,0,0,lo compramos,33.551268,,Sí,si,30,15,0,Almacenable,0,,,51142140,H87,0,,,,,Unidades,GRUPO 2,ARANDA PET´S,MELOXICAM GOTAS,0,,Q-0449-292,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"NECAIN SOLUCION 10 ML
",ARANECAIN,ARA,70,Unidades,SI ,734448060998,"NECAIN SOLUCION 10 ML
",0,0,0,lo compramos,37.908065,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,ARANDA PET´S,"NEOMICINA, DEXAMETAZONA",0,,Q-0449-081,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,PARAFEN SUSPENSIÓN AL 3% 60ML,ARAPARS60,ARA,122,Unidades,SI ,,PARAFEN SUSPENSIÓN AL 3% 60ML,0,0,0,lo compramos,0,,Sí,si,30,15,0,Almacenable,0,,,51101700,H87,0,,,,,Unidades,GRUPO 3,ARANDA PET´S,FENBENDAZOL,0,,Q-0449-146,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,PENTOBARBITAL SODICO 6.3G 100ML INY (GRUPO 1),ARAPERVSUS,ARA,99,Unidades,SI ,7506412700307,PENTOBARBITAL SODICO 6.3G 100ML INY (GRUPO 1),0,0,0,lo compramos,49.004286,,Sí,si,30,15,0,Almacenable,0,,,51141820,H87,0,,,,,Unidades,GRUPO 1,ARANDA PET´S,PENTOBARBITAL,0,,Q-7048-044,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"PERVINAL JARABE 100 ML
",ARAPETOINY100ML,ARA,374,Unidades,SI ,,"PERVINAL JARABE 100 ML
",0,0,0,lo compramos,370,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,GRUPO 3,ARANDA PET´S,"VITAMINA A, COMPLEJO B, COLINA, INOSITOL, VITAMINA D, VITAMINA E",0,,Q-0449-061,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,PROLONG CEF L.A.  25 ML,ARAPROLCEF50,ARA,99,Unidades,SI ,,PROLONG CEF L.A.  25 ML,0,0,0,lo compramos,198,,Sí,si,30,15,0,Almacenable,0,,,51101593,H87,0,,,,,Unidades,GRUPO 2,ARANDA PET´S,"CEFOTAXIMA SÓDICA, SULBACTAM SÓDICO",0,,Q-0449-276,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"VITA JOINT PET 50 TABS
",ARAVITA,ARA,599,Unidades,SI ,734448060288,"VITA JOINT PET 50 TABS
",0,0,0,lo compramos,280,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,GRUPO 3,ARANDA PET´S,"CONDROITINA, GLUCOSAMINA, COLÁGENO,L-METIONINA, OMEGA 3, VIT. C, VIT. C, VIR. D3, COBALTO, CALCIO, HIERRO, MANGANESO, MAGNESIO, POTASIO, SODIO, ZINC",0,,Q-0449-295,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,YODO DESINFECTANTE 120ML,ARAYODES120,ARA,146,Unidades,SI ,734448001755,YODO DESINFECTANTE 120ML,0,0,0,lo compramos,35,,Sí,si,30,15,0,Almacenable,0,,,51102713,H87,0,,,,,Unidades,GRUPO 3,ARANDA PET´S,"IODURO POLIVINILPIRROLIDONA, GLICERINA",0,,Q-0449-091,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,"BARF GATO PESCADO (28 PZ 60 GR)
",ALNCATPESC60,ALNUT,445,Unidades,SI ,,"BARF GATO PESCADO (28 PZ 60 GR)
",0,0,0,lo compramos,356,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,"BARF GATO POLLO (28 PZ 60 GR)
",ALNCATPOLL60,ALNUT,370,Unidades,SI ,,"BARF GATO POLLO (28 PZ 60 GR)
",0,0,0,lo compramos,296,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,"BARF CONEJO (14 PZ 150 GR)
",ALNCONE150,ALNUT,350,Unidades,SI ,,"BARF CONEJO (14 PZ 150 GR)
",0,0,0,lo compramos,280,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,"BARF CONEJO (7 PZ 250 GR)
",ALNCONE250,ALNUT,275,Unidades,SI ,,"BARF CONEJO (7 PZ 250 GR)
",0,0,0,lo compramos,220,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,"BARF POLLO (14 PZ 150 GR)
",ALNPOLL150,ALNUT,235,Unidades,SI ,,"BARF POLLO (14 PZ 150 GR)
",0,0,0,lo compramos,188,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,"BARF POLLO (7 PZ 250 GR)
",ALNPOLL250,ALNUT,190,Unidades,SI ,,"BARF POLLO (7 PZ 250 GR)
",0,0,0,lo compramos,152,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,PREMIOS LIOFILIZADOS HIGADO DE RES 100GR,ALNPREMIOS,ALNUT,168.103448,Unidades,SI ,,PREMIOS LIOFILIZADOS HIGADO DE RES 100GR,0,0,0,lo compramos,134.48,,Sí,si,30,15,0,Almacenable,0,,,10121806,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"BARF RES Y POLLO (14 PZ 150 GR)
",ALNRESPOLL150,ALNUT,285,Unidades,SI ,,"BARF RES Y POLLO (14 PZ 150 GR)
",0,0,0,lo compramos,228,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,"BARF RES Y POLLO (7 PZ 250 GR)
",ALNRESPOLL250,ALNUT,230,Unidades,SI ,,"BARF RES Y POLLO (7 PZ 250 GR)
",0,0,0,lo compramos,184,,Sí,si,30,15,0,Almacenable,0,,,10121800,H87,0,,,,,Unidades,,,,0,,,,1,,Unidades 1.000_Unidades
,"ALIMENTO BETTA 8 GR
",LOMALMBET8,LOMAS,11.2069,Unidades,SI ,7501556406467,"ALIMENTO BETTA 8 GR
",0,0,0,lo compramos,5.6,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"CARDA CON AUTOLIMPIEZA CH
",BIOMCARCH,BIO,361.206897,Unidades,SI ,,"CARDA CON AUTOLIMPIEZA CH
",0,0,0,lo compramos,180.6,,No,No,0,0,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"HUESO NATURAL 7-8
",BIOMCARNGD,BIO,103.448276,Unidades,SI ,,"HUESO NATURAL 7-8
",0,0,0,lo compramos,51.55,,No,No,0,0,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"HUESO NATURAL 9-10
",BIOMCARNJUM,BIO,151.724138,Unidades,SI ,,"HUESO NATURAL 9-10
",0,0,0,lo compramos,75.51,,No,No,0,0,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"CUERDA TEJIDA 2 PELOTAS 43CM
",BIOMCUERTE43,BIO,125,Unidades,SI ,,"CUERDA TEJIDA 2 PELOTAS 43CM
",0,0,0,lo compramos,0,,No,No,0,0,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"CUERDA TEJIDA CON PELOTA 57CM
",BIOMCUERTE57,BIO,96.551724,Unidades,SI ,,"CUERDA TEJIDA CON PELOTA 57CM
",0,0,0,lo compramos,48.27,,No,No,0,0,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"JUGUETE ECO GATO BOLA/PLUMAS
",BIOMECOPLU,BIO,56.034483,Unidades,SI ,,"JUGUETE ECO GATO BOLA/PLUMAS
",0,0,0,lo compramos,27.93,,No,No,0,0,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"JUGUETE ECO GATO RATONES 3PZ
",BIOMECORAT,BIO,71.551724,Unidades,SI ,,"JUGUETE ECO GATO RATONES 3PZ
",0,0,0,lo compramos,35.77,,No,No,0,0,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"HOJUELA BASICA 10 GR WARDLEY
",LOMHOJ10,LOMAS,21.5517,Unidades,SI ,,"HOJUELA BASICA 10 GR WARDLEY
",0,0,0,lo compramos,10.26,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"HOJUELA BASICA 20 GR WARDLEY
",LOMHOJ20,LOMAS,34.4828,Unidades,SI ,,"HOJUELA BASICA 20 GR WARDLEY
",0,0,0,lo compramos,16.38,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"REDKITE LORITO/NINFA 500 GR
",REDKMLOR,REDKITE,94.8276,Unidades,SI ,7501556440119,"REDKITE LORITO/NINFA 500 GR
",0,0,0,lo compramos,47.73,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"REDKITE CANARIO/FINCHE 500GR
",REDKMREDK500,REDKITE,98.275862,Unidades,SI ,,"REDKITE CANARIO/FINCHE 500GR
",0,0,0,lo compramos,49.13,,No,No,0,0,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"REPTIL STICKS BABY 28 GR
",LOMREP28,LOMAS,18.9655,Unidades,SI ,,"REPTIL STICKS BABY 28 GR
",0,0,0,lo compramos,9.91,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"REPTIL STICKS BABY 70 GR
",LOMREP70,LOMAS,31.0345,Unidades,SI ,,"REPTIL STICKS BABY 70 GR
",0,0,0,lo compramos,15.43,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"PREMIUM CONEJO 500 GR
",MASCONE,BIO,77.5862,Unidades,SI ,7502234337455,"PREMIUM CONEJO 500 GR
",0,0,0,lo compramos,38.79,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"SUPER FLAKES 150 GR
",BIOMAAFLA150,BIOMAA,143.965517,Unidades,SI ,,"SUPER FLAKES 150 GR
",0,0,0,lo compramos,71.98,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"SUPER FLAKES 20 GR
",BIOMAAFLA20,BIOMAA,34.4828,Unidades,SI ,7500211004369,"SUPER FLAKES 20 GR
",0,0,0,lo compramos,17.598333,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"ESFERA EJERCICIO 1.5 COLORES
",MASESFE15,BIO,122.413793,Unidades,SI ,,"ESFERA EJERCICIO 1.5 COLORES
",0,0,0,lo compramos,60.86,,No,No,0,0,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"FRISBEE
",MASFRISBEE,BIO,62.068966,Unidades,SI ,,"FRISBEE
",0,0,0,lo compramos,30.68,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"TORTUGUETA INICIO 60 GR
",MASTOR40,BIO,43.1034,Unidades,SI ,7502217856744,"TORTUGUETA INICIO 60 GR
",0,0,0,lo compramos,19.82,,Sí,si,30,15,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,"TAPETE DOGGIE GRASS GD 76X50CM
",FPETTAPGDDOG,FANPET,1318.965517,Unidades,SI ,7501556479928,"TAPETE DOGGIE GRASS GD 76X50CM
",0,0,0,lo compramos,659.48,,No,No,0,0,0,Almacenable,0,,,,H87,0,,,,,Unidades,,,,16,,,,1,,Unidades 1.000_Unidades
,4 PLEX RECOVERY 15 G,BIO4PLEX15,BIOCH,115,Unidades,SI ,,4 PLEX RECOVERY 15 G,0,0,0,lo compramos,70.916667,,Sí,si,30,15,0,Almacenable,0,,,10111305,H87,0,,,,,Unidades,GRUPO 3,BIOCHEM,"CALCIO, TAURINA, VITAMINA A, B1, B2, B3 B6, B12, D3, E, SODIO, MAGNESIO",0,,,JERINGA 15 G,1,,Unidades 1.000_Unidades
,4 PLEX RECOVERY 30G,BIO4PLEX30,BIOCH,196,Unidades,SI ,,4 PLEX RECOVERY 30G,0,0,0,lo compramos,98,,Sí,si,30,15,0,Almacenable,0,,,70122000,H87,0,,,,,Unidades,GRUPO 3,BIOCHEM,"CALCIO, TAURINA, VITAMINA A, B1, B2, B3 B6, B12, D3, E, SODIO, MAGNESIO",0,,,JERINGA 30 G,1,,Unidades 1.000_Unidades
,PLATO HEXAGONAL G,BIO900HEXA,BIOCH,264.6552,Unidades,SI ,ML991603,PLATO HEXAGONAL G,0,0,0,lo compramos,256,,No,No,0,0,0,Almacenable,0,,,10111304,H87,0,,,,,Unidades,,BIOCHEM,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,PLATO LABERINTO M,BIO901LAB,BIOCH,146.5517,Unidades,SI ,ML99-1402-M,PLATO LABERINTO M,0,0,0,lo compramos,142,,No,No,0,0,0,Almacenable,0,,,10111304,H87,0,,,,,Unidades,,BIOCHEM,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,PLATO PAWS M,BIO902PAW,BIOCH,168.1034,Unidades,SI ,pLATO pAWS m'c8i,PLATO PAWS M,0,0,0,lo compramos,136.29,,No,No,0,0,0,Almacenable,0,,,10111304,H87,0,,,,,Unidades,,BIOCHEM,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,PLATO DISEÑO AZULEJO CH,BIO903AZU,BIOCH,155.1724,Unidades,SI ,pLATO dISEO aZUL,PLATO DISEÑO AZULEJO CH,0,0,0,lo compramos,125.51,,No,No,0,0,0,Almacenable,0,,,10111304,H87,0,,,,,Unidades,,BIOCHEM,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,PLATO DISEÑO AZTECA CH,BIO904AZT,BIOCH,155.1724,Unidades,SI ,pLATO dISEO aZTE,PLATO DISEÑO AZTECA CH,0,0,0,lo compramos,125.51,,No,No,0,0,0,Almacenable,0,,,10111304,H87,0,,,,,Unidades,,BIOCHEM,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,PLATO DISEÑO MODERNISTA CH,BIO905MODE,BIOCH,155.1724,Unidades,SI ,pLATO dISEO mODE,PLATO DISEÑO MODERNISTA CH,0,0,0,lo compramos,125.51,,No,No,0,0,0,Almacenable,0,,,10111304,H87,0,,,,,Unidades,,BIOCHEM,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,PLATO DISEÑO SILUETAS CH,BIO906SILU,BIOCH,155.1724,Unidades,SI ,pLATO dISEO sILU,PLATO DISEÑO SILUETAS CH,0,0,0,lo compramos,125.51,,No,No,0,0,0,Almacenable,0,,,10111304,H87,0,,,,,Unidades,,BIOCHEM,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,PLATO DISEÑO YAQUI M,BIO907YAQUI,BIOCH,217.2414,Unidades,SI ,pLATO dISEO yAQU,PLATO DISEÑO YAQUI M,0,0,0,lo compramos,190.722,,No,No,0,0,0,Almacenable,0,,,10111304,H87,0,,,,,Unidades,,BIOCHEM,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,PLATO DISEÑO VAN GOGH M,BIO908VANG,BIOCH,217.2414,Unidades,SI ,pLATO dISEO vAN,PLATO DISEÑO VAN GOGH M,0,0,0,lo compramos,194.04,,No,No,0,0,0,Almacenable,0,,,10111304,H87,0,,,,,Unidades,,BIOCHEM,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,PLATO DOBLE PAWS CH,BIO909DOBPAW,BIOCH,348.2759,Unidades,SI ,pLATO dOBLE pAWS,PLATO DOBLE PAWS CH,0,0,0,lo compramos,252.28,,No,No,0,0,0,Almacenable,0,,,10111304,H87,0,,,,,Unidades,,BIOCHEM,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
,JUGUETE PIERNA NARANJA,BIO910JUGPI,BIOCH,60.3448,Unidades,SI ,Juguete Pierna{C,JUGUETE PIERNA NARANJA,0,0,0,lo compramos,54.416667,,No,No,0,0,0,Almacenable,0,,,10111301,H87,0,,,,,Unidades,,BIOCHEM,,16,,,,1,MEDICAMENTOS,Unidades 1.000_Unidades
